BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
22-16779,Aucune clause de garantie financière ne sera appliquée.Aucune avance ne sera versée,Les prestations sont réglées par des prix forfaitaires et prix unitaires selon les stipulations de l'acte d'engagement.Les sommes dues au titulaire seront payées dans un délai global de 30 jours à compter de la date de réception des demandes de paiement.Les prix sont fermes et non actualisables,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
22-16786,Sans objet,"Paiement par virement : mandat administratif à 30 jours, conformément à l'article R2192-10 du code de la commande publique",Sans objet,False,False,,False,True,True,CF_NIV_SUIV,,
22-16791,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
22-16810,,,,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
22-16856,,,,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
22-16864,L'accord-cadre et ses marchés subséquents ne font l'objet d'aucune retenue de garantie,"Aucune avance ne sera versée pour l'exécution du présent accord-cadre et de ses éventuels marchés subséquents.*Les prestations seront financées selon les modalités suivantes : budget de la collectivité, fonds propres, section fonctionnement.Les sommes dues au(x) titulaire(s) et au(x) sous-traitant(s) de premier rang éventuel(s) seront payées dans un délai global de 30 jours à compter de la date de réception des factures ou des demandes de paiement équivalentes","En cas de groupement, la forme souhaitée par le pouvoir adjudicateur est un groupement conjoint avec mandataire solidaire. Si le groupement attributaire est d'une forme différente, il pourra se voir contraint d'assurer sa transformation pour se conformer au souhait du pouvoir adjudicateur tel qu'il est indiqué ci-dessus.Il est interdit aux candidats de présenter plusieurs offres en agissant à la fois :-En qualité de candidats individuels et de membres d'un ou plusieurs groupements ;-En qualité de mandataire de plusieurs groupements ;-En qualité de membres de plusieurs groupements.Le Pouvoir Adjudicateur vérifiera pour chaque groupement les numéros SIRET de chacun des membres",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
22-16913,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
22-16934,Il n'est pas prévu de cautionnement ni de retenue de garantie,Le financement des marchés et les dépenses qui en résultent sont assurées par le budget général de la collectivité. Les paiements sont effectués selon les dispositions de l'article L.2193-13 du Code de la Commande Publique. Les demandes de paiement devront s'effectuer sur le portail: chorus-portail-pro.finances.gouv.fr,"En vertu de l'article R2142-26 du code de la commande publique, les candidats peuvent présenter leur offre sous la forme d'un groupement d'opérateur économique. Le pouvoir adjudicateur n'impose pas de forme juridique déterminée,néanmoins, en cas de groupement conjoint, il est demandé que le mandataire soit solidaire de chacun des membres pour ses obligations contractuelles à l'égard du maître d'ouvrage pour l'exécution du marché. Les sociétés joindront la convention de groupement à l'appui de leur proposition",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
22-16936,Il n'est pas prévu de retenu de garantie,La délai global de paiement est fixé à 30 jours.Les prix sont fermes.Le mode de règlement est le mandat administratif,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
22-17006,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
22-17023,Il n'est pas prévu de retenue de garantie.,Le délai global de paiement est de 30 jours.Le règlement se fera par mandat administratif suivi d'un virement.,L'acheteur public n'impose aucune forme de groupement.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
22-17070,,,Groupement conjoint (avec mandataire solidaire) ou solidaire.,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
22-17082,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
22-17088,,"Financements propres, subventions.Paiement selon les règles de la comptabilité publique",Groupement solidaire ou groupement conjoint avec mandataire solidaire,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
22-17093,Aucune clause de garantie financière ne sera appliquée.,"Ressources propres du Département ou ressources propres de chaque établissement concernédélai global de paiement fixé à 30 jours, application des règles de la comptabilité publique, des articles r2191-3 à r 21-91-19 du code de la commande publique et du ccag FCS","Le pouvoir adjudicateur ne souhaite imposer aucune forme de groupement à l'attributaire du marché. Toutefois quelle que soit la forme retenue, le groupement devra présenter un mandataire solidaire. Enfin, il n'est pas possible d'être mandataire de plusieurs groupements, d'être mandataire d'un groupement et membre d'un autre groupement. Par contre, il est possible d'être membre de plusieurs groupements.",False,False,,False,True,False,CF_NIV_SUIV,,
22-17114,,Application des règles de comptabilité publique : paiement par mandat administratif sous 30 jours sur fonds propres de l'établissement.,"L'offre sera présentée par une seule entreprise ou par un groupement. En cas de groupement, la forme souhaitée par la personne signataire du marché est un groupement conjoint avec mandataire commun solidaire.",False,False,,False,True,True,CF_NIV_SUIV,,
22-17128,,,,False,False,,False,True,True,CF_NIV_SUIV,,
22-17158,Origine du financement : VNF 100 % ;- les prix seront fermes actualisables ;- les comptes seront réglés sous la forme de factures détaillées ;- le délai global de paiement du règlement des comptes sera fixé à 30 jours.,,"Nature de l'attributaire, le marché sera conclu : - soit avec un prestataire unique ;- soit avec des prestataires groupés conjoints ou des prestataires groupés solidaires.Le mandataire du groupement conjoint sera solidaire, pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuels à l'égard du pouvoir adjudicateur. Chaque candidat ne pourra remettre, pour la présente consultation, qu'une seule candidature en qualité soit de candidat individuel, soit de membre d'une groupement.",False,False,,False,True,True,CF_NIV_SUIV,,
22-17163,,,,False,False,,False,True,False,CF_NIV_SUIV,,
22-17178,,Le présent projet sera financé par la COMMUNE DE SOUFFELWEYERSHEIM au moyen de fonds propres et/ou recours à l'emprunt.,Groupement solidaire,False,False,,False,True,True,CF_NIV_SUIV,,
22-17232,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
22-17246,Voir CCAP,Voir CCAP,Voir RC,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
22-17276,Cf : règlement de consultation.,Cf : règlement de consultation.,Cf : règlement de consultation.,False,False,,False,True,True,CF_NIV_SUIV,,
22-17285,,,,False,False,,False,True,True,CF_NIV_SUIV,,
22-17296,,,"Les groupements d'opérateurs économiques, conjoints ou solidaires, peuvent participer aux procédures de passation de marchés publics. Conformément à l'article R2142-23 du Code de la commande publique, un même opérateur économique ne peut pas être mandataire de plus d'un groupement pour un même marché public.",False,False,,False,False,False,CF_NIV_SUIV,,
22-17308,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
22-17315,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
22-17335,,,,False,False,,False,False,True,CF_NIV_SUIV,,
22-17360,"Délai de garantie : 1 An(s).- Sûreté : Retenue de garantie au taux de 5,00%",Mode de financement : Les crédits émaneront du budget propre du Département..- Mode de paiement : Virement bancaire (Mandat administratif).- Délai de paiement : 30 jours,"Pas de forme imposée. En cas d'attribution du marché à un groupement conjoint, le mandataire du groupement sera solidaire, pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles. Le pouvoir adjudicateur interdit aux candidats de présenter leurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements. Le pouvoir adjudicateur interdit aux candidats de présenter leurs offres en agissant à la fois en qualité de membres de plusieurs groupements",False,False,,False,True,True,CF_NIV_SUIV,,
22-17363,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
22-17378,"Une retenue de garantie de 5,00 % du montant initial du marché (augmenté le cas échéant dumontant des avenants) sera constituée. Cette retenue de garantie sera prélevée sur le montant dechaque acompte par le comptable assignataire des paiements.Cette retenue de garantie peut être remplacée au gré du titulaire par une garantie à premièredemande ou, si les deux parties en sont d'accord, par une caution personnelle et solidaire,constituée en totalité au plus tard à la date à laquelle le titulaire remet la demande de paiementcorrespondant au premier acompte du marché","Les sommes dues au(x) titulaire(s) et au(x) sous-traitant(s) de premier rang éventuel(s) dumarché, seront payées dans un délai global de 30 jours à compter de la date de réception desfactures ou des demandes de paiement équivalentes",,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
22-17429,,,,False,False,,False,True,False,CF_NIV_SUIV,['EN'],
22-17438,,,,False,False,,False,True,False,CF_NIV_SUIV,['EN'],
22-17442,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
