BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
22-2021,ville d'Aÿ,None, Dominique LEVEQUE (nouvelle commune),,,Mairie,51160,AY-CHAMPAGNE,,,,,,,https://www.xmarches.fr/entreprise/detailConsultation.php?key=20350,,,,,False,False,,False,False
22-2026,Hauts-de-Seine Habitat - OPH,None, Monsieur le Directeur Général,,,45 rue Paul-Vaillant Couturier,92532,Levallois-Perret,,01-47-57-31-77,,,aurelie.brzostowski@hdshabitat.fr,http://opdh92.e-marchespublics.com,http://opdh92.e-marchespublics.com,,,,,False,False,,False,False
22-2027,Suivez la flèche,None,"M. de SAINT JORES Julien, Suivez la flèche!",,,1 rue de la République,93200,Saint-denis,,,,,,http://www.suivezlafleche.com,,,,,,False,False,,False,False
22-2039,Voies navigables de France,None,"M. HADDAD Sylvie, Voies navigables de France",,,18 Quai d'Austerlitz,75013,Paris,,,,,marches.dtbs@vnf.fr,http://www.vnf.fr,,,,,,False,False,,False,False
22-204,Syndicat Mixte du Bassin de la Brenne,None,Languille Fabien,,,Mairie - le Château,37110,Château-Renault,,02-47-55-81-67,,,syndicat.brenne@wanadoo.fr,,,,,,,False,False,,False,False
22-2040,CommunAupole de Lens-Liévin,None,M. le Président de la Communauté d'Agglomération Lens-Liévin,,,21 rue Marcel SembatBP 65,62302,Lens cedex,,,,,,,,,,,,False,False,,False,False
22-2045,ASA du Canal de Gap,None, CHAIX RICHARD,,,2 AVENUE LESDIGUIERES,05000,GAP,,04-92-51-01-30,,,r.chaix@canaldegap.fr,http://www.tpbm.e-marchepublics.com,http://www.tpbm.e-marchepublics.com,,,,,False,False,,False,False
22-2060,COMMUNE DE MONTIGNY LES METZ,None," BOHL Jean-Luc, Maire",,,160 rue de Pont-à-Mousson BP 70730,57950,MONTIGNY-LES-METZ,,03-87-55-74-74,,,mairie@montigny-les-metz.fr,http://www.montigny-les-metz.fr/,http://www.marches-publics.info,,,,,False,False,,False,False
22-2061,MORBIHAN ENERGIES,None, BROHAN Jo,,,27 Rue de Luscanen,56010,VANNES,,,,,contact@morbihan-energies.fr,https://morbihan-energies.fr,https://marches.megalis.bretagne.bzh,,,,,False,False,,False,False
22-2062,Mairie de Canet en Roussillon,None," LODA Stéphane, Le Maire",,,Place Saint Jacques BP 20,66145,Canet-en-Roussillon,,04-68-86-70-00,,04-68-86-70-32,infos@canetenroussillon.fr,http://www.mairie-canet-en-roussillon.fr,http://www.mairie-canet-en-roussillon.fr,,,,,False,False,,False,False
